"","Date","Day","For Trading","For Settlement","Reason","Date","Month","Year","Equity URL","Derivative URL"
"82","2001-03-23","Fri","Working Day","Working Day","-","23","MAR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm23MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAR/fo23MAR2001bhav.csv.zip"
"83","2001-03-24","Sat","Holiday","Holiday","Weekend","24","MAR","2001","",""
"84","2001-03-25","Sun","Holiday","Holiday","Weekend","25","MAR","2001","",""
"85","2001-03-26","Mon","Working Day","Working Day","-","26","MAR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm26MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAR/fo26MAR2001bhav.csv.zip"
"86","2001-03-27","Tue","Working Day","Working Day","-","27","MAR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm27MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAR/fo27MAR2001bhav.csv.zip"
"87","2001-03-28","Wed","Working Day","Working Day","-","28","MAR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm28MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAR/fo28MAR2001bhav.csv.zip"
"88","2001-03-29","Thu","Working Day","Working Day","-","29","MAR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm29MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAR/fo29MAR2001bhav.csv.zip"
"89","2001-03-30","Fri","Working Day","Working Day","-","30","MAR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm30MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAR/fo30MAR2001bhav.csv.zip"
"90","2001-03-31","Sat","Holiday","Holiday","Weekend","31","MAR","2001","",""
"91","2001-04-01","Sun","Holiday","Holiday","Weekend","1","APR","2001","",""
"92","2001-04-02","Mon","Working Day","Working Day","-","2","APR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm2APR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/APR/fo2APR2001bhav.csv.zip"
"93","2001-04-03","Tue","Working Day","Working Day","-","3","APR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm3APR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/APR/fo3APR2001bhav.csv.zip"
"94","2001-04-04","Wed","Working Day","Working Day","-","4","APR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm4APR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/APR/fo4APR2001bhav.csv.zip"
"95","2001-04-05","Thu","Holiday","Holiday","Moharrum","5","APR","2001","",""
"96","2001-04-06","Fri","Working Day","Working Day","-","6","APR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm6APR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/APR/fo6APR2001bhav.csv.zip"
"97","2001-04-07","Sat","Holiday","Holiday","Weekend","7","APR","2001","",""
"98","2001-04-08","Sun","Holiday","Holiday","Weekend","8","APR","2001","",""
"99","2001-04-09","Mon","Working Day","Working Day","-","9","APR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm9APR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/APR/fo9APR2001bhav.csv.zip"
"100","2001-04-10","Tue","Working Day","Working Day","-","10","APR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm10APR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/APR/fo10APR2001bhav.csv.zip"
"101","2001-04-11","Wed","Working Day","Working Day","-","11","APR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm11APR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/APR/fo11APR2001bhav.csv.zip"
"102","2001-04-12","Thu","Working Day","Working Day","-","12","APR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm12APR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/APR/fo12APR2001bhav.csv.zip"
"103","2001-04-13","Fri","Holiday","Holiday","Good Friday","13","APR","2001","",""
"104","2001-04-14","Sat","Holiday","Holiday","Ambedkar Jayanti","14","APR","2001","",""
"105","2001-04-15","Sun","Holiday","Holiday","Weekend","15","APR","2001","",""
"106","2001-04-16","Mon","Working Day","Working Day","-","16","APR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm16APR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/APR/fo16APR2001bhav.csv.zip"
"107","2001-04-17","Tue","Working Day","Working Day","-","17","APR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm17APR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/APR/fo17APR2001bhav.csv.zip"
"108","2001-04-18","Wed","Working Day","Working Day","-","18","APR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm18APR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/APR/fo18APR2001bhav.csv.zip"
"109","2001-04-19","Thu","Working Day","Working Day","-","19","APR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm19APR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/APR/fo19APR2001bhav.csv.zip"
"110","2001-04-20","Fri","Working Day","Working Day","-","20","APR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm20APR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/APR/fo20APR2001bhav.csv.zip"
"111","2001-04-21","Sat","Holiday","Holiday","Weekend","21","APR","2001","",""
"112","2001-04-22","Sun","Holiday","Holiday","Weekend","22","APR","2001","",""
"113","2001-04-23","Mon","Working Day","Working Day","-","23","APR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm23APR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/APR/fo23APR2001bhav.csv.zip"
"114","2001-04-24","Tue","Working Day","Working Day","-","24","APR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm24APR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/APR/fo24APR2001bhav.csv.zip"
"115","2001-04-25","Wed","Working Day","Working Day","-","25","APR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm25APR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/APR/fo25APR2001bhav.csv.zip"
"116","2001-04-26","Thu","Working Day","Working Day","-","26","APR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm26APR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/APR/fo26APR2001bhav.csv.zip"
"117","2001-04-27","Fri","Working Day","Working Day","-","27","APR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm27APR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/APR/fo27APR2001bhav.csv.zip"
"118","2001-04-28","Sat","Holiday","Holiday","Weekend","28","APR","2001","",""
"119","2001-04-29","Sun","Holiday","Holiday","Weekend","29","APR","2001","",""
"120","2001-04-30","Mon","Working Day","Working Day","-","30","APR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm30APR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/APR/fo30APR2001bhav.csv.zip"
"121","2001-05-01","Tue","Holiday","Holiday","Maharashtra Day","1","MAY","2001","",""
"122","2001-05-02","Wed","Working Day","Working Day","-","2","MAY","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm2MAY2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAY/fo2MAY2001bhav.csv.zip"
"123","2001-05-03","Thu","Working Day","Working Day","-","3","MAY","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm3MAY2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAY/fo3MAY2001bhav.csv.zip"
"124","2001-05-04","Fri","Working Day","Working Day","-","4","MAY","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm4MAY2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAY/fo4MAY2001bhav.csv.zip"
"125","2001-05-05","Sat","Holiday","Holiday","Weekend","5","MAY","2001","",""
"126","2001-05-06","Sun","Holiday","Holiday","Weekend","6","MAY","2001","",""
"127","2001-05-07","Mon","Working Day","Working Day","-","7","MAY","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm7MAY2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAY/fo7MAY2001bhav.csv.zip"
"128","2001-05-08","Tue","Working Day","Working Day","-","8","MAY","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm8MAY2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAY/fo8MAY2001bhav.csv.zip"
"129","2001-05-09","Wed","Working Day","Working Day","-","9","MAY","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm9MAY2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAY/fo9MAY2001bhav.csv.zip"
"130","2001-05-10","Thu","Working Day","Working Day","-","10","MAY","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm10MAY2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAY/fo10MAY2001bhav.csv.zip"
"131","2001-05-11","Fri","Working Day","Working Day","-","11","MAY","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm11MAY2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAY/fo11MAY2001bhav.csv.zip"
"132","2001-05-12","Sat","Holiday","Holiday","Weekend","12","MAY","2001","",""
"133","2001-05-13","Sun","Holiday","Holiday","Weekend","13","MAY","2001","",""
"134","2001-05-14","Mon","Working Day","Working Day","-","14","MAY","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm14MAY2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAY/fo14MAY2001bhav.csv.zip"
"135","2001-05-15","Tue","Working Day","Working Day","-","15","MAY","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm15MAY2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAY/fo15MAY2001bhav.csv.zip"
"136","2001-05-16","Wed","Working Day","Working Day","-","16","MAY","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm16MAY2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAY/fo16MAY2001bhav.csv.zip"
"137","2001-05-17","Thu","Working Day","Working Day","-","17","MAY","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm17MAY2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAY/fo17MAY2001bhav.csv.zip"
"138","2001-05-18","Fri","Working Day","Working Day","-","18","MAY","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm18MAY2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAY/fo18MAY2001bhav.csv.zip"
"139","2001-05-19","Sat","Holiday","Holiday","Weekend","19","MAY","2001","",""
"140","2001-05-20","Sun","Holiday","Holiday","Weekend","20","MAY","2001","",""
"141","2001-05-21","Mon","Working Day","Working Day","-","21","MAY","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm21MAY2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAY/fo21MAY2001bhav.csv.zip"
"142","2001-05-22","Tue","Working Day","Working Day","-","22","MAY","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm22MAY2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAY/fo22MAY2001bhav.csv.zip"
"143","2001-05-23","Wed","Working Day","Working Day","-","23","MAY","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm23MAY2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAY/fo23MAY2001bhav.csv.zip"
"144","2001-05-24","Thu","Working Day","Working Day","-","24","MAY","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm24MAY2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAY/fo24MAY2001bhav.csv.zip"
"145","2001-05-25","Fri","Working Day","Working Day","-","25","MAY","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm25MAY2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAY/fo25MAY2001bhav.csv.zip"
"146","2001-05-26","Sat","Holiday","Holiday","Weekend","26","MAY","2001","",""
"147","2001-05-27","Sun","Holiday","Holiday","Weekend","27","MAY","2001","",""
"148","2001-05-28","Mon","Working Day","Working Day","-","28","MAY","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm28MAY2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAY/fo28MAY2001bhav.csv.zip"
"149","2001-05-29","Tue","Working Day","Working Day","-","29","MAY","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm29MAY2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAY/fo29MAY2001bhav.csv.zip"
"150","2001-05-30","Wed","Working Day","Working Day","-","30","MAY","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm30MAY2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAY/fo30MAY2001bhav.csv.zip"
"151","2001-05-31","Thu","Working Day","Working Day","-","31","MAY","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm31MAY2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAY/fo31MAY2001bhav.csv.zip"
"152","2001-06-01","Fri","Working Day","Working Day","-","1","JUN","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm1JUN2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUN/fo1JUN2001bhav.csv.zip"
"153","2001-06-02","Sat","Holiday","Holiday","Weekend","2","JUN","2001","",""
"154","2001-06-03","Sun","Holiday","Holiday","Weekend","3","JUN","2001","",""
"155","2001-06-04","Mon","Working Day","Working Day","-","4","JUN","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm4JUN2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUN/fo4JUN2001bhav.csv.zip"
"156","2001-06-05","Tue","Working Day","Working Day","-","5","JUN","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm5JUN2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUN/fo5JUN2001bhav.csv.zip"
"157","2001-06-06","Wed","Working Day","Working Day","-","6","JUN","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm6JUN2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUN/fo6JUN2001bhav.csv.zip"
"158","2001-06-07","Thu","Working Day","Working Day","-","7","JUN","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm7JUN2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUN/fo7JUN2001bhav.csv.zip"
"159","2001-06-08","Fri","Working Day","Working Day","-","8","JUN","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm8JUN2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUN/fo8JUN2001bhav.csv.zip"
"160","2001-06-09","Sat","Holiday","Holiday","Weekend","9","JUN","2001","",""
"161","2001-06-10","Sun","Holiday","Holiday","Weekend","10","JUN","2001","",""
"162","2001-06-11","Mon","Working Day","Working Day","-","11","JUN","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm11JUN2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUN/fo11JUN2001bhav.csv.zip"
"163","2001-06-12","Tue","Working Day","Working Day","-","12","JUN","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm12JUN2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUN/fo12JUN2001bhav.csv.zip"
"164","2001-06-13","Wed","Working Day","Working Day","-","13","JUN","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm13JUN2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUN/fo13JUN2001bhav.csv.zip"
"165","2001-06-14","Thu","Working Day","Working Day","-","14","JUN","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm14JUN2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUN/fo14JUN2001bhav.csv.zip"
"166","2001-06-15","Fri","Working Day","Working Day","-","15","JUN","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm15JUN2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUN/fo15JUN2001bhav.csv.zip"
"167","2001-06-16","Sat","Holiday","Holiday","Weekend","16","JUN","2001","",""
"168","2001-06-17","Sun","Holiday","Holiday","Weekend","17","JUN","2001","",""
"169","2001-06-18","Mon","Working Day","Working Day","-","18","JUN","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm18JUN2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUN/fo18JUN2001bhav.csv.zip"
"170","2001-06-19","Tue","Working Day","Working Day","-","19","JUN","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm19JUN2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUN/fo19JUN2001bhav.csv.zip"
"171","2001-06-20","Wed","Working Day","Working Day","-","20","JUN","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm20JUN2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUN/fo20JUN2001bhav.csv.zip"
"172","2001-06-21","Thu","Working Day","Working Day","-","21","JUN","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm21JUN2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUN/fo21JUN2001bhav.csv.zip"
"173","2001-06-22","Fri","Working Day","Working Day","-","22","JUN","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm22JUN2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUN/fo22JUN2001bhav.csv.zip"
"174","2001-06-23","Sat","Holiday","Holiday","Weekend","23","JUN","2001","",""
"175","2001-06-24","Sun","Holiday","Holiday","Weekend","24","JUN","2001","",""
"176","2001-06-25","Mon","Working Day","Working Day","-","25","JUN","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm25JUN2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUN/fo25JUN2001bhav.csv.zip"
"177","2001-06-26","Tue","Working Day","Working Day","-","26","JUN","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm26JUN2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUN/fo26JUN2001bhav.csv.zip"
"178","2001-06-27","Wed","Working Day","Working Day","-","27","JUN","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm27JUN2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUN/fo27JUN2001bhav.csv.zip"
"179","2001-06-28","Thu","Working Day","Working Day","-","28","JUN","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm28JUN2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUN/fo28JUN2001bhav.csv.zip"
"180","2001-06-29","Fri","Working Day","Working Day","-","29","JUN","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm29JUN2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUN/fo29JUN2001bhav.csv.zip"
"181","2001-06-30","Sat","Holiday","Holiday","Weekend","30","JUN","2001","",""
"182","2001-07-01","Sun","Holiday","Holiday","Weekend","1","JUL","2001","",""
"183","2001-07-02","Mon","Working Day","Working Day","-","2","JUL","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm2JUL2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUL/fo2JUL2001bhav.csv.zip"
"184","2001-07-03","Tue","Working Day","Working Day","-","3","JUL","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm3JUL2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUL/fo3JUL2001bhav.csv.zip"
"185","2001-07-04","Wed","Working Day","Working Day","-","4","JUL","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm4JUL2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUL/fo4JUL2001bhav.csv.zip"
"186","2001-07-05","Thu","Working Day","Working Day","-","5","JUL","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm5JUL2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUL/fo5JUL2001bhav.csv.zip"
"187","2001-07-06","Fri","Working Day","Working Day","-","6","JUL","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm6JUL2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUL/fo6JUL2001bhav.csv.zip"
"188","2001-07-07","Sat","Holiday","Holiday","Weekend","7","JUL","2001","",""
"189","2001-07-08","Sun","Holiday","Holiday","Weekend","8","JUL","2001","",""
"190","2001-07-09","Mon","Working Day","Working Day","-","9","JUL","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm9JUL2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUL/fo9JUL2001bhav.csv.zip"
"191","2001-07-10","Tue","Working Day","Working Day","-","10","JUL","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm10JUL2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUL/fo10JUL2001bhav.csv.zip"
"192","2001-07-11","Wed","Working Day","Working Day","-","11","JUL","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm11JUL2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUL/fo11JUL2001bhav.csv.zip"
"193","2001-07-12","Thu","Working Day","Working Day","-","12","JUL","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm12JUL2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUL/fo12JUL2001bhav.csv.zip"
"194","2001-07-13","Fri","Working Day","Working Day","-","13","JUL","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm13JUL2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUL/fo13JUL2001bhav.csv.zip"
"195","2001-07-14","Sat","Holiday","Holiday","Weekend","14","JUL","2001","",""
"196","2001-07-15","Sun","Holiday","Holiday","Weekend","15","JUL","2001","",""
"197","2001-07-16","Mon","Working Day","Working Day","-","16","JUL","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm16JUL2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUL/fo16JUL2001bhav.csv.zip"
"198","2001-07-17","Tue","Working Day","Working Day","-","17","JUL","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm17JUL2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUL/fo17JUL2001bhav.csv.zip"
"199","2001-07-18","Wed","Working Day","Working Day","-","18","JUL","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm18JUL2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUL/fo18JUL2001bhav.csv.zip"
"200","2001-07-19","Thu","Working Day","Working Day","-","19","JUL","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm19JUL2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUL/fo19JUL2001bhav.csv.zip"
"201","2001-07-20","Fri","Working Day","Working Day","-","20","JUL","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm20JUL2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUL/fo20JUL2001bhav.csv.zip"
"202","2001-07-21","Sat","Holiday","Holiday","Weekend","21","JUL","2001","",""
"203","2001-07-22","Sun","Holiday","Holiday","Weekend","22","JUL","2001","",""
"204","2001-07-23","Mon","Working Day","Working Day","-","23","JUL","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm23JUL2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUL/fo23JUL2001bhav.csv.zip"
"205","2001-07-24","Tue","Working Day","Working Day","-","24","JUL","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm24JUL2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUL/fo24JUL2001bhav.csv.zip"
"206","2001-07-25","Wed","Working Day","Working Day","-","25","JUL","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm25JUL2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUL/fo25JUL2001bhav.csv.zip"
"207","2001-07-26","Thu","Working Day","Working Day","-","26","JUL","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm26JUL2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUL/fo26JUL2001bhav.csv.zip"
"208","2001-07-27","Fri","Working Day","Working Day","-","27","JUL","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm27JUL2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUL/fo27JUL2001bhav.csv.zip"
"209","2001-07-28","Sat","Holiday","Holiday","Weekend","28","JUL","2001","",""
"210","2001-07-29","Sun","Holiday","Holiday","Weekend","29","JUL","2001","",""
"211","2001-07-30","Mon","Working Day","Working Day","-","30","JUL","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm30JUL2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUL/fo30JUL2001bhav.csv.zip"
"212","2001-07-31","Tue","Working Day","Working Day","-","31","JUL","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm31JUL2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JUL/fo31JUL2001bhav.csv.zip"
"213","2001-08-01","Wed","Working Day","Working Day","-","1","AUG","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/AUG/cm1AUG2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/AUG/fo1AUG2001bhav.csv.zip"
"214","2001-08-02","Thu","Working Day","Working Day","-","2","AUG","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/AUG/cm2AUG2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/AUG/fo2AUG2001bhav.csv.zip"
