"Date","Day","For Trading","For Settlement","Reason","Date","Month","Year","URL"
"2001-02-06","Tue","Working Day","Working Day",,6,"FEB",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm6FEB2001bhav.csv.zip"
"2001-02-07","Wed","Working Day","Working Day",,7,"FEB",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm7FEB2001bhav.csv.zip"
"2001-02-08","Thu","Working Day","Working Day",,8,"FEB",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm8FEB2001bhav.csv.zip"
"2001-02-09","Fri","Working Day","Working Day",,9,"FEB",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm9FEB2001bhav.csv.zip"
"2001-02-10","Sat","Holiday","Holiday","Weekend",10,"FEB",2001,"NA"
"2001-02-11","Sun","Holiday","Holiday","Weekend",11,"FEB",2001,"NA"
"2001-02-12","Mon","Working Day","Working Day",,12,"FEB",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm12FEB2001bhav.csv.zip"
"2001-02-13","Tue","Working Day","Working Day",,13,"FEB",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm13FEB2001bhav.csv.zip"
"2001-02-14","Wed","Working Day","Working Day",,14,"FEB",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm14FEB2001bhav.csv.zip"
"2001-02-15","Thu","Working Day","Working Day",,15,"FEB",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm15FEB2001bhav.csv.zip"
"2001-02-16","Fri","Working Day","Working Day",,16,"FEB",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm16FEB2001bhav.csv.zip"
"2001-02-17","Sat","Holiday","Holiday","Weekend",17,"FEB",2001,"NA"
"2001-02-18","Sun","Holiday","Holiday","Weekend",18,"FEB",2001,"NA"
"2001-02-19","Mon","Working Day","Working Day",,19,"FEB",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm19FEB2001bhav.csv.zip"
"2001-02-20","Tue","Working Day","Working Day",,20,"FEB",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm20FEB2001bhav.csv.zip"
"2001-02-21","Wed","Working Day","Working Day",,21,"FEB",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm21FEB2001bhav.csv.zip"
"2001-02-22","Thu","Working Day","Working Day",,22,"FEB",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm22FEB2001bhav.csv.zip"
"2001-02-23","Fri","Working Day","Working Day",,23,"FEB",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm23FEB2001bhav.csv.zip"
"2001-02-24","Sat","Holiday","Holiday","Weekend",24,"FEB",2001,"NA"
"2001-02-25","Sun","Holiday","Holiday","Weekend",25,"FEB",2001,"NA"
"2001-02-26","Mon","Working Day","Working Day",,26,"FEB",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm26FEB2001bhav.csv.zip"
"2001-02-27","Tue","Working Day","Working Day",,27,"FEB",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm27FEB2001bhav.csv.zip"
"2001-02-28","Wed","Working Day","Working Day",,28,"FEB",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm28FEB2001bhav.csv.zip"
"2001-03-01","Thu","Working Day","Working Day",,1,"MAR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm1MAR2001bhav.csv.zip"
"2001-03-02","Fri","Working Day","Working Day",,2,"MAR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm2MAR2001bhav.csv.zip"
"2001-03-03","Sat","Holiday","Holiday","Weekend",3,"MAR",2001,"NA"
"2001-03-04","Sun","Holiday","Holiday","Weekend",4,"MAR",2001,"NA"
"2001-03-05","Mon","Working Day","Working Day",,5,"MAR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm5MAR2001bhav.csv.zip"
"2001-03-06","Tue","Holiday","Holiday","Bakri-Id",6,"MAR",2001,"NA"
"2001-03-07","Wed","Working Day","Working Day",,7,"MAR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm7MAR2001bhav.csv.zip"
"2001-03-08","Thu","Working Day","Working Day",,8,"MAR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm8MAR2001bhav.csv.zip"
"2001-03-09","Fri","Working Day","Working Day",,9,"MAR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm9MAR2001bhav.csv.zip"
"2001-03-10","Sat","Holiday","Holiday","Holi",10,"MAR",2001,"NA"
"2001-03-11","Sun","Holiday","Holiday","Weekend",11,"MAR",2001,"NA"
"2001-03-12","Mon","Working Day","Working Day",,12,"MAR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm12MAR2001bhav.csv.zip"
"2001-03-13","Tue","Working Day","Working Day",,13,"MAR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm13MAR2001bhav.csv.zip"
"2001-03-14","Wed","Working Day","Working Day",,14,"MAR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm14MAR2001bhav.csv.zip"
"2001-03-15","Thu","Working Day","Working Day",,15,"MAR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm15MAR2001bhav.csv.zip"
"2001-03-16","Fri","Working Day","Working Day",,16,"MAR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm16MAR2001bhav.csv.zip"
"2001-03-17","Sat","Holiday","Holiday","Weekend",17,"MAR",2001,"NA"
"2001-03-18","Sun","Holiday","Holiday","Weekend",18,"MAR",2001,"NA"
"2001-03-19","Mon","Working Day","Working Day",,19,"MAR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm19MAR2001bhav.csv.zip"
"2001-03-20","Tue","Working Day","Working Day",,20,"MAR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm20MAR2001bhav.csv.zip"
"2001-03-21","Wed","Working Day","Working Day",,21,"MAR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm21MAR2001bhav.csv.zip"
"2001-03-22","Thu","Working Day","Working Day",,22,"MAR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm22MAR2001bhav.csv.zip"
"2001-03-23","Fri","Working Day","Working Day",,23,"MAR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm23MAR2001bhav.csv.zip"
"2001-03-24","Sat","Holiday","Holiday","Weekend",24,"MAR",2001,"NA"
"2001-03-25","Sun","Holiday","Holiday","Weekend",25,"MAR",2001,"NA"
"2001-03-26","Mon","Working Day","Working Day",,26,"MAR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm26MAR2001bhav.csv.zip"
"2001-03-27","Tue","Working Day","Working Day",,27,"MAR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm27MAR2001bhav.csv.zip"
"2001-03-28","Wed","Working Day","Working Day",,28,"MAR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm28MAR2001bhav.csv.zip"
"2001-03-29","Thu","Working Day","Working Day",,29,"MAR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm29MAR2001bhav.csv.zip"
"2001-03-30","Fri","Working Day","Working Day",,30,"MAR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm30MAR2001bhav.csv.zip"
"2001-03-31","Sat","Holiday","Holiday","Weekend",31,"MAR",2001,"NA"
"2001-04-01","Sun","Holiday","Holiday","Weekend",1,"APR",2001,"NA"
"2001-04-02","Mon","Working Day","Working Day",,2,"APR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm2APR2001bhav.csv.zip"
"2001-04-03","Tue","Working Day","Working Day",,3,"APR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm3APR2001bhav.csv.zip"
"2001-04-04","Wed","Working Day","Working Day",,4,"APR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm4APR2001bhav.csv.zip"
"2001-04-05","Thu","Holiday","Holiday","Moharrum",5,"APR",2001,"NA"
"2001-04-06","Fri","Working Day","Working Day",,6,"APR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm6APR2001bhav.csv.zip"
"2001-04-07","Sat","Holiday","Holiday","Weekend",7,"APR",2001,"NA"
"2001-04-08","Sun","Holiday","Holiday","Weekend",8,"APR",2001,"NA"
"2001-04-09","Mon","Working Day","Working Day",,9,"APR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm9APR2001bhav.csv.zip"
"2001-04-10","Tue","Working Day","Working Day",,10,"APR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm10APR2001bhav.csv.zip"
"2001-04-11","Wed","Working Day","Working Day",,11,"APR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm11APR2001bhav.csv.zip"
"2001-04-12","Thu","Working Day","Working Day",,12,"APR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm12APR2001bhav.csv.zip"
"2001-04-13","Fri","Holiday","Holiday","Good Friday",13,"APR",2001,"NA"
"2001-04-14","Sat","Holiday","Holiday","Ambedkar Jayanti",14,"APR",2001,"NA"
"2001-04-15","Sun","Holiday","Holiday","Weekend",15,"APR",2001,"NA"
"2001-04-16","Mon","Working Day","Working Day",,16,"APR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm16APR2001bhav.csv.zip"
"2001-04-17","Tue","Working Day","Working Day",,17,"APR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm17APR2001bhav.csv.zip"
"2001-04-18","Wed","Working Day","Working Day",,18,"APR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm18APR2001bhav.csv.zip"
"2001-04-19","Thu","Working Day","Working Day",,19,"APR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm19APR2001bhav.csv.zip"
"2001-04-20","Fri","Working Day","Working Day",,20,"APR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm20APR2001bhav.csv.zip"
"2001-04-21","Sat","Holiday","Holiday","Weekend",21,"APR",2001,"NA"
"2001-04-22","Sun","Holiday","Holiday","Weekend",22,"APR",2001,"NA"
"2001-04-23","Mon","Working Day","Working Day",,23,"APR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm23APR2001bhav.csv.zip"
"2001-04-24","Tue","Working Day","Working Day",,24,"APR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm24APR2001bhav.csv.zip"
"2001-04-25","Wed","Working Day","Working Day",,25,"APR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm25APR2001bhav.csv.zip"
"2001-04-26","Thu","Working Day","Working Day",,26,"APR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm26APR2001bhav.csv.zip"
"2001-04-27","Fri","Working Day","Working Day",,27,"APR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm27APR2001bhav.csv.zip"
"2001-04-28","Sat","Holiday","Holiday","Weekend",28,"APR",2001,"NA"
"2001-04-29","Sun","Holiday","Holiday","Weekend",29,"APR",2001,"NA"
"2001-04-30","Mon","Working Day","Working Day",,30,"APR",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/APR/cm30APR2001bhav.csv.zip"
"2001-05-01","Tue","Holiday","Holiday","Maharashtra Day",1,"MAY",2001,"NA"
"2001-05-02","Wed","Working Day","Working Day",,2,"MAY",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm2MAY2001bhav.csv.zip"
"2001-05-03","Thu","Working Day","Working Day",,3,"MAY",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm3MAY2001bhav.csv.zip"
"2001-05-04","Fri","Working Day","Working Day",,4,"MAY",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm4MAY2001bhav.csv.zip"
"2001-05-05","Sat","Holiday","Holiday","Weekend",5,"MAY",2001,"NA"
"2001-05-06","Sun","Holiday","Holiday","Weekend",6,"MAY",2001,"NA"
"2001-05-07","Mon","Working Day","Working Day",,7,"MAY",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm7MAY2001bhav.csv.zip"
"2001-05-08","Tue","Working Day","Working Day",,8,"MAY",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm8MAY2001bhav.csv.zip"
"2001-05-09","Wed","Working Day","Working Day",,9,"MAY",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm9MAY2001bhav.csv.zip"
"2001-05-10","Thu","Working Day","Working Day",,10,"MAY",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm10MAY2001bhav.csv.zip"
"2001-05-11","Fri","Working Day","Working Day",,11,"MAY",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm11MAY2001bhav.csv.zip"
"2001-05-12","Sat","Holiday","Holiday","Weekend",12,"MAY",2001,"NA"
"2001-05-13","Sun","Holiday","Holiday","Weekend",13,"MAY",2001,"NA"
"2001-05-14","Mon","Working Day","Working Day",,14,"MAY",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm14MAY2001bhav.csv.zip"
"2001-05-15","Tue","Working Day","Working Day",,15,"MAY",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm15MAY2001bhav.csv.zip"
"2001-05-16","Wed","Working Day","Working Day",,16,"MAY",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm16MAY2001bhav.csv.zip"
"2001-05-17","Thu","Working Day","Working Day",,17,"MAY",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm17MAY2001bhav.csv.zip"
"2001-05-18","Fri","Working Day","Working Day",,18,"MAY",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm18MAY2001bhav.csv.zip"
"2001-05-19","Sat","Holiday","Holiday","Weekend",19,"MAY",2001,"NA"
"2001-05-20","Sun","Holiday","Holiday","Weekend",20,"MAY",2001,"NA"
"2001-05-21","Mon","Working Day","Working Day",,21,"MAY",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm21MAY2001bhav.csv.zip"
"2001-05-22","Tue","Working Day","Working Day",,22,"MAY",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm22MAY2001bhav.csv.zip"
"2001-05-23","Wed","Working Day","Working Day",,23,"MAY",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm23MAY2001bhav.csv.zip"
"2001-05-24","Thu","Working Day","Working Day",,24,"MAY",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm24MAY2001bhav.csv.zip"
"2001-05-25","Fri","Working Day","Working Day",,25,"MAY",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm25MAY2001bhav.csv.zip"
"2001-05-26","Sat","Holiday","Holiday","Weekend",26,"MAY",2001,"NA"
"2001-05-27","Sun","Holiday","Holiday","Weekend",27,"MAY",2001,"NA"
"2001-05-28","Mon","Working Day","Working Day",,28,"MAY",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm28MAY2001bhav.csv.zip"
"2001-05-29","Tue","Working Day","Working Day",,29,"MAY",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm29MAY2001bhav.csv.zip"
"2001-05-30","Wed","Working Day","Working Day",,30,"MAY",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm30MAY2001bhav.csv.zip"
"2001-05-31","Thu","Working Day","Working Day",,31,"MAY",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/MAY/cm31MAY2001bhav.csv.zip"
"2001-06-01","Fri","Working Day","Working Day",,1,"JUN",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm1JUN2001bhav.csv.zip"
"2001-06-02","Sat","Holiday","Holiday","Weekend",2,"JUN",2001,"NA"
"2001-06-03","Sun","Holiday","Holiday","Weekend",3,"JUN",2001,"NA"
"2001-06-04","Mon","Working Day","Working Day",,4,"JUN",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm4JUN2001bhav.csv.zip"
"2001-06-05","Tue","Working Day","Working Day",,5,"JUN",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm5JUN2001bhav.csv.zip"
"2001-06-06","Wed","Working Day","Working Day",,6,"JUN",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm6JUN2001bhav.csv.zip"
"2001-06-07","Thu","Working Day","Working Day",,7,"JUN",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm7JUN2001bhav.csv.zip"
"2001-06-08","Fri","Working Day","Working Day",,8,"JUN",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm8JUN2001bhav.csv.zip"
"2001-06-09","Sat","Holiday","Holiday","Weekend",9,"JUN",2001,"NA"
"2001-06-10","Sun","Holiday","Holiday","Weekend",10,"JUN",2001,"NA"
"2001-06-11","Mon","Working Day","Working Day",,11,"JUN",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm11JUN2001bhav.csv.zip"
"2001-06-12","Tue","Working Day","Working Day",,12,"JUN",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm12JUN2001bhav.csv.zip"
"2001-06-13","Wed","Working Day","Working Day",,13,"JUN",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm13JUN2001bhav.csv.zip"
"2001-06-14","Thu","Working Day","Working Day",,14,"JUN",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm14JUN2001bhav.csv.zip"
"2001-06-15","Fri","Working Day","Working Day",,15,"JUN",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm15JUN2001bhav.csv.zip"
"2001-06-16","Sat","Holiday","Holiday","Weekend",16,"JUN",2001,"NA"
"2001-06-17","Sun","Holiday","Holiday","Weekend",17,"JUN",2001,"NA"
"2001-06-18","Mon","Working Day","Working Day",,18,"JUN",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm18JUN2001bhav.csv.zip"
"2001-06-19","Tue","Working Day","Working Day",,19,"JUN",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm19JUN2001bhav.csv.zip"
"2001-06-20","Wed","Working Day","Working Day",,20,"JUN",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm20JUN2001bhav.csv.zip"
"2001-06-21","Thu","Working Day","Working Day",,21,"JUN",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm21JUN2001bhav.csv.zip"
"2001-06-22","Fri","Working Day","Working Day",,22,"JUN",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm22JUN2001bhav.csv.zip"
"2001-06-23","Sat","Holiday","Holiday","Weekend",23,"JUN",2001,"NA"
"2001-06-24","Sun","Holiday","Holiday","Weekend",24,"JUN",2001,"NA"
"2001-06-25","Mon","Working Day","Working Day",,25,"JUN",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm25JUN2001bhav.csv.zip"
"2001-06-26","Tue","Working Day","Working Day",,26,"JUN",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm26JUN2001bhav.csv.zip"
"2001-06-27","Wed","Working Day","Working Day",,27,"JUN",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm27JUN2001bhav.csv.zip"
"2001-06-28","Thu","Working Day","Working Day",,28,"JUN",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm28JUN2001bhav.csv.zip"
"2001-06-29","Fri","Working Day","Working Day",,29,"JUN",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUN/cm29JUN2001bhav.csv.zip"
"2001-06-30","Sat","Holiday","Holiday","Weekend",30,"JUN",2001,"NA"
"2001-07-01","Sun","Holiday","Holiday","Weekend",1,"JUL",2001,"NA"
"2001-07-02","Mon","Working Day","Working Day",,2,"JUL",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm2JUL2001bhav.csv.zip"
"2001-07-03","Tue","Working Day","Working Day",,3,"JUL",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm3JUL2001bhav.csv.zip"
"2001-07-04","Wed","Working Day","Working Day",,4,"JUL",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm4JUL2001bhav.csv.zip"
"2001-07-05","Thu","Working Day","Working Day",,5,"JUL",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm5JUL2001bhav.csv.zip"
"2001-07-06","Fri","Working Day","Working Day",,6,"JUL",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm6JUL2001bhav.csv.zip"
"2001-07-07","Sat","Holiday","Holiday","Weekend",7,"JUL",2001,"NA"
"2001-07-08","Sun","Holiday","Holiday","Weekend",8,"JUL",2001,"NA"
"2001-07-09","Mon","Working Day","Working Day",,9,"JUL",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm9JUL2001bhav.csv.zip"
"2001-07-10","Tue","Working Day","Working Day",,10,"JUL",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm10JUL2001bhav.csv.zip"
"2001-07-11","Wed","Working Day","Working Day",,11,"JUL",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm11JUL2001bhav.csv.zip"
"2001-07-12","Thu","Working Day","Working Day",,12,"JUL",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm12JUL2001bhav.csv.zip"
"2001-07-13","Fri","Working Day","Working Day",,13,"JUL",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm13JUL2001bhav.csv.zip"
"2001-07-14","Sat","Holiday","Holiday","Weekend",14,"JUL",2001,"NA"
"2001-07-15","Sun","Holiday","Holiday","Weekend",15,"JUL",2001,"NA"
"2001-07-16","Mon","Working Day","Working Day",,16,"JUL",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm16JUL2001bhav.csv.zip"
"2001-07-17","Tue","Working Day","Working Day",,17,"JUL",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm17JUL2001bhav.csv.zip"
"2001-07-18","Wed","Working Day","Working Day",,18,"JUL",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm18JUL2001bhav.csv.zip"
"2001-07-19","Thu","Working Day","Working Day",,19,"JUL",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm19JUL2001bhav.csv.zip"
"2001-07-20","Fri","Working Day","Working Day",,20,"JUL",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm20JUL2001bhav.csv.zip"
"2001-07-21","Sat","Holiday","Holiday","Weekend",21,"JUL",2001,"NA"
"2001-07-22","Sun","Holiday","Holiday","Weekend",22,"JUL",2001,"NA"
"2001-07-23","Mon","Working Day","Working Day",,23,"JUL",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm23JUL2001bhav.csv.zip"
"2001-07-24","Tue","Working Day","Working Day",,24,"JUL",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm24JUL2001bhav.csv.zip"
"2001-07-25","Wed","Working Day","Working Day",,25,"JUL",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm25JUL2001bhav.csv.zip"
"2001-07-26","Thu","Working Day","Working Day",,26,"JUL",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm26JUL2001bhav.csv.zip"
"2001-07-27","Fri","Working Day","Working Day",,27,"JUL",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm27JUL2001bhav.csv.zip"
"2001-07-28","Sat","Holiday","Holiday","Weekend",28,"JUL",2001,"NA"
"2001-07-29","Sun","Holiday","Holiday","Weekend",29,"JUL",2001,"NA"
"2001-07-30","Mon","Working Day","Working Day",,30,"JUL",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm30JUL2001bhav.csv.zip"
"2001-07-31","Tue","Working Day","Working Day",,31,"JUL",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/JUL/cm31JUL2001bhav.csv.zip"
"2001-08-01","Wed","Working Day","Working Day",,1,"AUG",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/AUG/cm1AUG2001bhav.csv.zip"
"2001-08-02","Thu","Working Day","Working Day",,2,"AUG",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/AUG/cm2AUG2001bhav.csv.zip"
"2001-08-03","Fri","Working Day","Working Day",,3,"AUG",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/AUG/cm3AUG2001bhav.csv.zip"
"2001-08-04","Sat","Holiday","Holiday","Weekend",4,"AUG",2001,"NA"
"2001-08-05","Sun","Holiday","Holiday","Weekend",5,"AUG",2001,"NA"
"2001-08-06","Mon","Working Day","Working Day",,6,"AUG",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/AUG/cm6AUG2001bhav.csv.zip"
"2001-08-07","Tue","Working Day","Working Day",,7,"AUG",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/AUG/cm7AUG2001bhav.csv.zip"
"2001-08-08","Wed","Working Day","Working Day",,8,"AUG",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/AUG/cm8AUG2001bhav.csv.zip"
"2001-08-09","Thu","Working Day","Working Day",,9,"AUG",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/AUG/cm9AUG2001bhav.csv.zip"
"2001-08-10","Fri","Working Day","Working Day",,10,"AUG",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/AUG/cm10AUG2001bhav.csv.zip"
"2001-08-11","Sat","Holiday","Holiday","Weekend",11,"AUG",2001,"NA"
"2001-08-12","Sun","Holiday","Holiday","Weekend",12,"AUG",2001,"NA"
"2001-08-13","Mon","Working Day","Working Day",,13,"AUG",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/AUG/cm13AUG2001bhav.csv.zip"
"2001-08-14","Tue","Working Day","Working Day",,14,"AUG",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/AUG/cm14AUG2001bhav.csv.zip"
"2001-08-15","Wed","Holiday","Holiday","Independence Day",15,"AUG",2001,"NA"
"2001-08-16","Thu","Working Day","Working Day",,16,"AUG",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/AUG/cm16AUG2001bhav.csv.zip"
"2001-08-17","Fri","Working Day","Working Day",,17,"AUG",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/AUG/cm17AUG2001bhav.csv.zip"
"2001-08-18","Sat","Holiday","Holiday","Weekend",18,"AUG",2001,"NA"
"2001-08-19","Sun","Holiday","Holiday","Weekend",19,"AUG",2001,"NA"
"2001-08-20","Mon","Working Day","Working Day",,20,"AUG",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/AUG/cm20AUG2001bhav.csv.zip"
"2001-08-21","Tue","Working Day","Working Day",,21,"AUG",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/AUG/cm21AUG2001bhav.csv.zip"
"2001-08-22","Wed","Holiday","Holiday","Ganesh Chaturthi",22,"AUG",2001,"NA"
"2001-08-23","Thu","Working Day","Working Day",,23,"AUG",2001,"http://www.nseindia.com/content/historical/EQUITIES/2001/AUG/cm23AUG2001bhav.csv.zip"
