"","Date","Day","For Trading","For Settlement","Reason","Date","Month","Year","Equity URL","Derivative URL","WDM URL","DEBT URL","RDM URL","SLBS URL"
"31","2001-01-31","Wed","Working Day","Working Day","-","31","JAN","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/JAN/cm31JAN2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/JAN/fo31JAN2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/JAN/wdmlist_3112001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"32","2001-02-01","Thu","Working Day","Working Day","-","1","FEB","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm1FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/FEB/fo1FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/FEB/wdmlist_122001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"33","2001-02-02","Fri","Working Day","Working Day","-","2","FEB","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm2FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/FEB/fo2FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/FEB/wdmlist_222001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"34","2001-02-03","Sat","Holiday","Holiday","Weekend","3","FEB","2001","","","34","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"35","2001-02-04","Sun","Holiday","Holiday","Weekend","4","FEB","2001","","","35","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"36","2001-02-05","Mon","Working Day","Working Day","-","5","FEB","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm5FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/FEB/fo5FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/FEB/wdmlist_522001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"37","2001-02-06","Tue","Working Day","Working Day","-","6","FEB","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm6FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/FEB/fo6FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/FEB/wdmlist_622001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"38","2001-02-07","Wed","Working Day","Working Day","-","7","FEB","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm7FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/FEB/fo7FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/FEB/wdmlist_722001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"39","2001-02-08","Thu","Working Day","Working Day","-","8","FEB","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm8FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/FEB/fo8FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/FEB/wdmlist_822001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"40","2001-02-09","Fri","Working Day","Working Day","-","9","FEB","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm9FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/FEB/fo9FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/FEB/wdmlist_922001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"41","2001-02-10","Sat","Holiday","Holiday","Weekend","10","FEB","2001","","","41","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"42","2001-02-11","Sun","Holiday","Holiday","Weekend","11","FEB","2001","","","42","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"43","2001-02-12","Mon","Working Day","Working Day","-","12","FEB","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm12FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/FEB/fo12FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/FEB/wdmlist_1222001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"44","2001-02-13","Tue","Working Day","Working Day","-","13","FEB","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm13FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/FEB/fo13FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/FEB/wdmlist_1322001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"45","2001-02-14","Wed","Working Day","Working Day","-","14","FEB","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm14FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/FEB/fo14FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/FEB/wdmlist_1422001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"46","2001-02-15","Thu","Working Day","Working Day","-","15","FEB","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm15FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/FEB/fo15FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/FEB/wdmlist_1522001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"47","2001-02-16","Fri","Working Day","Working Day","-","16","FEB","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm16FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/FEB/fo16FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/FEB/wdmlist_1622001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"48","2001-02-17","Sat","Holiday","Holiday","Weekend","17","FEB","2001","","","48","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"49","2001-02-18","Sun","Holiday","Holiday","Weekend","18","FEB","2001","","","49","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"50","2001-02-19","Mon","Working Day","Working Day","-","19","FEB","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm19FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/FEB/fo19FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/FEB/wdmlist_1922001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"51","2001-02-20","Tue","Working Day","Working Day","-","20","FEB","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm20FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/FEB/fo20FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/FEB/wdmlist_2022001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"52","2001-02-21","Wed","Working Day","Working Day","-","21","FEB","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm21FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/FEB/fo21FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/FEB/wdmlist_2122001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"53","2001-02-22","Thu","Working Day","Working Day","-","22","FEB","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm22FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/FEB/fo22FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/FEB/wdmlist_2222001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"54","2001-02-23","Fri","Working Day","Working Day","-","23","FEB","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm23FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/FEB/fo23FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/FEB/wdmlist_2322001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"55","2001-02-24","Sat","Holiday","Holiday","Weekend","24","FEB","2001","","","55","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"56","2001-02-25","Sun","Holiday","Holiday","Weekend","25","FEB","2001","","","56","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"57","2001-02-26","Mon","Working Day","Working Day","-","26","FEB","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm26FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/FEB/fo26FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/FEB/wdmlist_2622001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"58","2001-02-27","Tue","Working Day","Working Day","-","27","FEB","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm27FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/FEB/fo27FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/FEB/wdmlist_2722001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"59","2001-02-28","Wed","Working Day","Working Day","-","28","FEB","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/FEB/cm28FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/FEB/fo28FEB2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/FEB/wdmlist_2822001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"60","2001-03-01","Thu","Working Day","Working Day","-","1","MAR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm1MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAR/fo1MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/MAR/wdmlist_132001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"61","2001-03-02","Fri","Working Day","Working Day","-","2","MAR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm2MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAR/fo2MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/MAR/wdmlist_232001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"62","2001-03-03","Sat","Holiday","Holiday","Weekend","3","MAR","2001","","","62","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"63","2001-03-04","Sun","Holiday","Holiday","Weekend","4","MAR","2001","","","63","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"64","2001-03-05","Mon","Working Day","Working Day","-","5","MAR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm5MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAR/fo5MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/MAR/wdmlist_532001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"65","2001-03-06","Tue","Holiday","Holiday","Bakri-Id","6","MAR","2001","","","65","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"66","2001-03-07","Wed","Working Day","Working Day","-","7","MAR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm7MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAR/fo7MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/MAR/wdmlist_732001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"67","2001-03-08","Thu","Working Day","Working Day","-","8","MAR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm8MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAR/fo8MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/MAR/wdmlist_832001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"68","2001-03-09","Fri","Working Day","Working Day","-","9","MAR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm9MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAR/fo9MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/MAR/wdmlist_932001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"69","2001-03-10","Sat","Holiday","Holiday","Holi","10","MAR","2001","","","69","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"70","2001-03-11","Sun","Holiday","Holiday","Weekend","11","MAR","2001","","","70","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"71","2001-03-12","Mon","Working Day","Working Day","-","12","MAR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm12MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAR/fo12MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/MAR/wdmlist_1232001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"72","2001-03-13","Tue","Working Day","Working Day","-","13","MAR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm13MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAR/fo13MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/MAR/wdmlist_1332001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"73","2001-03-14","Wed","Working Day","Working Day","-","14","MAR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm14MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAR/fo14MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/MAR/wdmlist_1432001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"74","2001-03-15","Thu","Working Day","Working Day","-","15","MAR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm15MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAR/fo15MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/MAR/wdmlist_1532001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"75","2001-03-16","Fri","Working Day","Working Day","-","16","MAR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm16MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAR/fo16MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/MAR/wdmlist_1632001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"76","2001-03-17","Sat","Holiday","Holiday","Weekend","17","MAR","2001","","","76","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"77","2001-03-18","Sun","Holiday","Holiday","Weekend","18","MAR","2001","","","77","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"78","2001-03-19","Mon","Working Day","Working Day","-","19","MAR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm19MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAR/fo19MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/MAR/wdmlist_1932001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"79","2001-03-20","Tue","Working Day","Working Day","-","20","MAR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm20MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAR/fo20MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/MAR/wdmlist_2032001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"80","2001-03-21","Wed","Working Day","Working Day","-","21","MAR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm21MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAR/fo21MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/MAR/wdmlist_2132001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"81","2001-03-22","Thu","Working Day","Working Day","-","22","MAR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm22MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAR/fo22MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/MAR/wdmlist_2232001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"82","2001-03-23","Fri","Working Day","Working Day","-","23","MAR","2001","http://www.nseindia.com/content/historical/EQUITIES/2001/MAR/cm23MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/DERIVATIVES/2001/MAR/fo23MAR2001bhav.csv.zip","http://www.nseindia.com/content/historical/WDM/2001/MAR/wdmlist_2332001.csv","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"83","2001-03-24","Sat","Holiday","Holiday","Weekend","24","MAR","2001","","","83","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
"84","2001-03-25","Sun","Holiday","Holiday","Weekend","25","MAR","2001","","","84","http://www.nseindia.com/archives/debt/cbm/cbm_trd20111230.csv","http://www.nseindia.com/content/historical/RDM/2011/DEC/rdm30DEC2011bhav.csv.zip","http://www.nseindia.com/archives/slbs/bhavcopy/SLBM_BC_30122011.DAT"
